vm_pu,va_degree,p_mw,q_mvar
1.0,0.0,-56.99380764909756,-1.103796162065919
0.03992084034403444,-150.34111906082308,0.0,0.0
0.036797441281978614,-150.90241356151893,20.0,0.0
0.03488492715442011,-151.2875344200511,30.0,0.0
